neck_angle,normalized_neck_length,shoulder_width,head_tilt,nose_depth,left_shoulder_depth,right_shoulder_depth
3.3361305650822066,0.6227703966851672,345.0130432317016,177.90826008946652,-0.778316080570221,-0.2838921844959259,-0.27089983224868774
4.480195115312128,0.6254324773702011,348.0229877464993,176.03885430132377,-1.1199870109558105,-0.2379927635192871,-0.47551876306533813
3.7128607428946565,0.638088189317584,351.00142449853394,175.5665867665013,-0.7835354208946228,-0.2304304540157318,-0.36043915152549744
3.831910692121089,0.6414228699638846,350.0057142390678,175.08753996989887,-0.7879658937454224,-0.24231508374214172,-0.39244455099105835
4.204273466687637,0.6449776905003115,349.0128937446294,175.00997598867076,-0.7096028923988342,-0.19654932618141174,-0.2903032600879669
4.213620778354917,0.6472390683018422,347.02305398921266,174.97027018451718,-0.7372013926506042,-0.21027915179729462,-0.29253727197647095
2.1843724983730395,0.6505736526367055,343.02332282222443,176.7417632776689,-0.7538586854934692,-0.2205040007829666,-0.3052368760108948
1.8119196615491617,0.6479149163564955,342.03654775476843,177.65171666510943,-0.7249079942703247,-0.21003440022468567,-0.30653902888298035
1.8283851265930267,0.6420705323653932,342.03654775476843,177.65171666510943,-0.7212520241737366,-0.24740521609783173,-0.28641146421432495
1.832548482126168,0.6444020031380117,340.02352859765455,177.65171666510943,-0.7823917269706726,-0.2214919626712799,-0.36284446716308594
4.260986989565018,0.6512898416074205,341.03665492143216,177.22859080993277,-0.7563831806182861,-0.27821922302246094,-0.3228824734687805
4.040053454278082,0.6490343795956176,339.0368711512068,177.22859080993277,-0.7636021375656128,-0.26281753182411194,-0.32524794340133667
4.329114888539913,0.6448061929535825,339.05309318748294,176.7417632776689,-0.6980029940605164,-0.2133331298828125,-0.2842189371585846
4.030905497763476,0.650474366970628,339.05309318748294,177.20611378475851,-0.7103408575057983,-0.2373286932706833,-0.30772292613983154
3.9101933226511654,0.6470239543770216,340.03676271838606,177.22859080993277,-0.6811890602111816,-0.23411241173744202,-0.2714490294456482
3.780294807496254,0.6487655610409326,339.0722636843067,176.30771889112674,-1.1187001466751099,-0.3051983714103699,-0.513910710811615
4.040053454278082,0.6489666330614557,339.0722636843067,176.76796713651348,-0.7828028798103333,-0.3020727038383484,-0.347877562046051
3.2827187118463423,0.6439448375854315,339.09438214160963,176.27779877244845,-0.7937555909156799,-0.2608312964439392,-0.34270238876342773
3.0001853108779244,0.648242481902725,339.0722636843067,176.27779877244845,-0.7364506721496582,-0.25698480010032654,-0.3223096430301666
2.883165665805056,0.6471296145327894,338.07247743642193,176.27779877244845,-0.7151137590408325,-0.24686309695243835,-0.3116474151611328
3.3827012038120268,0.6519202385918107,338.0532502432124,176.24739012633987,-0.7490791082382202,-0.25939133763313293,-0.32200559973716736
3.2309898774345274,0.6582433636782746,337.0370899470858,176.7151311119507,-0.748908281326294,-0.23833493888378143,-0.3265935778617859
2.4461992988661163,0.6607661964349703,337.0370899470858,176.7417632776689,-0.7716638445854187,-0.22985973954200745,-0.34585821628570557
1.9236702423471583,0.659591395181177,339.0368711512068,176.7151311119507,-0.7747597694396973,-0.23131878674030304,-0.3403586149215698
2.1941889052304084,0.6591319344236617,337.0534082308025,176.7151311119507,-0.747495710849762,-0.23457863926887512,-0.3198243975639343
2.1843724983730395,0.6621549489560824,337.0237380363585,177.160047396452,-0.8729819059371948,-0.23476004600524902,-0.43222135305404663
2.592073632502168,0.6583644440738292,336.0238086802779,177.61266982548406,-0.788613498210907,-0.23314087092876434,-0.3726727366447449
2.6038281243820225,0.6553334834746813,336.05356715857073,177.61266982548406,-0.6997841596603394,-0.22750911116600037,-0.3209386467933655
1.8078496504152688,0.6610309452639886,336.00595232822883,177.63235441519342,-0.708497941493988,-0.2055719643831253,-0.3206371068954468
1.8119196615491617,0.6595290131427365,336.0133925902359,177.63235441519342,-0.7156339883804321,-0.20567528903484344,-0.3139166533946991
1.8119196615491617,0.6595290131427365,336.0133925902359,178.10486744794804,-0.7176069021224976,-0.20748290419578552,-0.3117435574531555
2.074739491495842,0.6581222598100692,336.0238086802779,178.10486744794804,-0.7440801858901978,-0.2227495014667511,-0.3147262930870056
2.074739491495842,0.6581222598100692,336.0238086802779,178.10486744794804,-0.7358267307281494,-0.22359398007392883,-0.3093598484992981
2.2090803292113996,0.6586714121629155,335.01343256651666,178.10486744794804,-0.7099945545196533,-0.22346088290214539,-0.3107641041278839
2.084147468572655,0.6551830534919786,336.00595232822883,178.10486744794804,-0.771938681602478,-0.23046281933784485,-0.3396245837211609
2.0794328193250347,0.6566556012325161,336.0133925902359,178.1203615423617,-0.8194589614868164,-0.23072460293769836,-0.36063137650489807
2.7275193870337713,0.6589283781459796,335.01343256651666,177.65171666510943,-0.777515172958374,-0.23165957629680634,-0.32364779710769653
2.468335497344504,0.6587931453859084,335.01343256651666,177.65171666510943,-0.7769712209701538,-0.23153257369995117,-0.3278852701187134
2.468335497344504,0.6587931453859084,335.01343256651666,177.63235441519342,-0.9013206362724304,-0.23123161494731903,-0.4064362049102783
2.6038281243820225,0.6593154592074664,334.0239512370333,177.63235441519342,-0.7781661748886108,-0.2272108495235443,-0.3324282765388489
2.468335497344504,0.6587931453859084,335.01343256651666,178.10486744794804,-0.8097149133682251,-0.23934254050254822,-0.3634405732154846
2.597937572234827,0.660831547882898,334.0134727821619,178.10486744794804,-0.8069646954536438,-0.24320872128009796,-0.35502737760543823
2.580424872976729,0.6653327138757086,334.0059879702758,177.160047396452,-0.797355055809021,-0.23143577575683594,-0.3576793968677521
2.580424872976729,0.6653327138757086,334.0059879702758,177.160047396452,-0.7770156264305115,-0.2263568937778473,-0.34261465072631836
2.568880427228436,0.6683236529065197,334.0059879702758,177.13643955499074,-0.7450252771377563,-0.22667157649993896,-0.3324350118637085
2.312557035012462,0.6681962234969386,334.0059879702758,177.61266982548406,-0.7975311875343323,-0.22671028971672058,-0.36056846380233765
2.3022569573796487,0.671187757299825,334.0059879702758,177.61266982548406,-0.7974492311477661,-0.23670122027397156,-0.3636051416397095
2.3022569573796487,0.671187757299825,334.0059879702758,177.13643955499074,-0.7329040169715881,-0.23500366508960724,-0.327804833650589
2.5404666025257105,0.6758102042532953,334.0014970026332,177.1124357809839,-0.7806379199028015,-0.23922595381736755,-0.35167017579078674
2.5181845185574896,0.6817923737552286,334.0014970026332,177.1124357809839,-0.7257587313652039,-0.22889848053455353,-0.32341906428337097
2.5071895421621764,0.6847834967065557,334.0014970026332,177.1124357809839,-0.7972027659416199,-0.21240058541297913,-0.3995231091976166
2.5017280136757267,0.686269840036259,334.0059879702758,176.63255728139038,-0.7146303653717041,-0.21299007534980774,-0.3564802408218384
2.2521046403982656,0.686145743559376,334.0059879702758,176.63255728139038,-0.720923125743866,-0.20289082825183868,-0.34534409642219543
2.127273152970793,0.6881488381898436,333.00600595184466,177.08802604252708,-0.7256008386611938,-0.20520535111427307,-0.34054818749427795
1.5162490319274833,0.6839613265478242,332.0060240417333,176.60410258448834,-0.7407339215278625,-0.20561382174491882,-0.3404831290245056
1.5096209587188079,0.6869847380060055,332.0,176.60410258448834,-0.7042137384414673,-0.2039376199245453,-0.3302593231201172
1.2699975447289131,0.6808894647205171,332.0,176.57516306352807,-0.7100824117660522,-0.16993609070777893,-0.3303960859775543
0.1510169288335559,0.6797599845169477,331.0,177.0379468225219,-0.7180314064025879,-0.18141771852970123,-0.3316872715950012
0.08120829827832697,0.6818181797520662,330.0,176.5457262398448,-0.7207652926445007,-0.18204650282859802,-0.33101582527160645
0.15125630155241296,0.6865171523568898,327.0137611783333,176.9861145408867,-0.7132948637008667,-0.1851065754890442,-0.3279415965080261
0.2700094915636192,0.6867058923318957,324.01388859121454,176.4543005809219,-0.9671266674995422,-0.18627703189849854,-0.44382351636886597
0.7767373569974776,0.6867613733495603,324.01388859121454,176.9861145408867,-0.830089271068573,-0.1760173738002777,-0.4427885413169861
0.3964093752643628,0.6942880071538033,319.03918254659567,176.9595120204814,-0.9539526700973511,-0.20538870990276337,-0.47128432989120483
